"Region: PAC"
"Geographic Zones: All"
"Survey Types: Fish Only, Invertebrates Only, Fish &amp; Invertebrates"
"Dates: 1/1/93 - 1/4/21"
"Total Surveys: 42294"
"#Species Reported: 466"
"Average Species Reported on a Survey by Expert Surveyors: 23.37"
"Average Species Reported on a Survey by Novice Surveyors: 15.76"
"Survey Type: FO = Fish Only; IO = Invertebrates Only; FI = Fish &amp; Invertebrates - <a href="/interpreting-reef-data" target="_blank">How to interpret REEF data?</a>"
"Expand all"
"Collapse all"
"Click a column header to sort by that column. Hold shift and click to sort by multiple columns"
,,Surveys,,,,,,"Bottom Time"
27030111,"Kydikabbit Point",0,0,39,0,0,0,34:37
27030112,"Janna's Joy",0,0,69,0,0,4,64:09
27030113,"Four Fathoms Near Duncan Rock",0,0,0,0,0,1,0:58
27030114,"Gnome Zone - West Tatoosh Island",0,0,4,0,0,0,3:00
27030115,Whaleback,0,0,11,0,0,1,10:49
27030116,"Steve's Caves",0,0,20,0,0,0,18:04
270302,"Kydaka Point (124 21.5W) - E. of Koitlah Pt (Neah Bay)",13,0,212,7,1,28,214:20
27030201,"Hoko River Reef (west of Kydaka Pt)",0,0,0,1,0,0,0:40
27030202,"Pinnacle Rock (MM 4)",0,0,2,0,0,1,2:23
27030203,"Third Beach Reef / Fingers",0,0,71,1,0,3,64:50
27030204,"Andalusia Wreck (Bow), Bullman Bay",2,0,0,0,0,0,1:49
27030205,"Andalusia Wreck (Stern), Bullman Bay",2,0,0,0,0,0,1:22
27030206,"South Finger Reef (The Fingers), Waadah Island",3,0,0,0,0,0,2:21
27030207,"Duncan Rock",4,0,5,0,0,1,6:18
27030208,"North Finger Reef (The Fingers), Waadah Island",2,0,0,1,0,3,4:17
27030209,"Deep East Fingers (Waadah Raceway), Waadah Island",0,0,103,2,1,9,96:29
27030210,"Neah Bay Marina Dock (aka Makah)",0,0,1,1,0,0,1:33
27030211,"Waadah Island Fingers",0,0,7,1,0,7,10:18
27030212,"Sandy area S. of Deep East Fingers reef, Waadah Island",0,0,6,0,0,1,4:15
27030213,"Kelp Reef E.of Green can buoy, near Second Beach",0,0,1,0,0,1,1:13
27030214,"Rockhead (Neah Bay Jetty outside)",0,0,13,0,0,2,14:10
27030215,"SE of Koitlah Point",0,0,3,0,0,0,2:22
28,"KITSAP PENINSULA (EAST SIDE) AND SOUTH SOUND",1,0,796,38,6,331,1237:59
2810,"Kitsap Peninsula (Port Gamble - Gig Harbor (includes Poulsbo and Bremerton))",1,0,604,21,2,236,970:50
28100002,"Wautauga Beach",0,0,81,0,0,5,104:29
28100004,"Point Richmond Minesweeper Wreck",0,0,1,0,0,0,0:42
28100005,"Sunrise Beach County Park",0,0,126,14,2,80,188:03
28100006,"Bremerton Marina",0,0,0,2,0,0,1:19
28100007,"Point Washington Narrows",0,0,0,1,0,0,0:45
28100008,"Harper Ferry Dock (Yukon Harbor)",0,0,10,1,0,21,30:39
28100010,"Manchester State Park",0,0,0,0,0,1,0:45
28100011,"Point Glover / Point Glover Fingers",0,0,15,1,0,5,24:52
28100012,"Pt. Richmond Beach",0,0,0,0,0,2,1:00
28100013,"Illahee State Park (Kitsap Penninsula, WA)",1,0,2,0,0,2,4:23
28100014,"Watermans Wall (11 Mile Point/ Lighthouse)",0,0,36,0,0,12,50:31
28100015,"Warren Avenue Bridge, Bremerton",0,0,14,0,0,6,18:07
28100016,"Manette Bridge, Bremerton",0,0,8,0,0,3,11:41
28100017,"West of Pt. Glover - Rich Passage",0,0,224,2,0,80,410:43
28100018,"Sullivan Point Wall",0,0,56,0,0,11,85:19
28100019,"The Tides Tavern (Gig Harbor)",0,0,2,0,0,4,5:41
28100020,"East Gig Harbor Public Boat Ramp",0,0,11,0,0,0,7:40
28100021,"Sulphur Springs",0,0,1,0,0,1,1:36
28100022,"Tracyton Boat Launch",0,0,1,0,0,1,2:40
28100023,"Waterman Beach",0,0,1,0,0,1,2:03
28100024,"Ilahee Tire Reef (Ilahee Town Dock)",0,0,5,0,0,1,7:26
28100025,"Wynn Jones Park",0,0,9,0,0,0,9:54
28100026,"Jefferson Point Minesweeper",0,0,1,0,0,0,0:32
2820,"Gig Harbor - Devil's Head (Key Peninsula)",0,0,4,0,1,1,6:12
28200001,"Penrose Point State Park (Key Peninsula)",0,0,4,0,0,0,5:16
28200002,"Longbranch Marina (Filucy Bay)",0,0,0,0,1,1,0:56
2821,"Fox Island",0,0,184,15,3,92,253:25
28210001,"Toy Point (Fox Island)",0,0,0,1,0,0,0:45
28210002,"Z's Reef / Zees Reef (Fox Island)",0,0,114,10,2,42,137:38
28210003,"West Wall Fox Island",0,0,38,1,0,33,66:47
28210004,"Kopachuck Artificial Reef (Carr Inlet)",0,0,1,0,1,0,1:47
28210005,"Fox Island Bridge",0,0,13,1,0,5,19:44
28210006,"East Wall Fox Island",0,0,17,0,0,12,24:31
28210007,"Fox Island historic ferry terminal",0,0,1,2,0,0,2:13
2831,"Case Inlet",0,0,4,2,0,2,7:32
28310001,"Wreck at Taylor Bay (Case Inlet)",0,0,3,2,0,0,4:21
28310002,"Steamboat Island Wall (Squaxin Passage)",0,0,1,0,0,2,3:11
29,"CAPE FLATTERY - N COLUMBIA RIVER (Pacific Coast)",0,0,95,0,0,5,83:40
2901,"Cape Flattery - Cape Alava",0,0,94,0,0,5,82:55
29010001,"Skagway Rocks",0,0,86,0,0,4,76:15
29010002,"Fuca Pillar",0,0,1,0,0,0,0:47
29010003,"Strawberry Rock",0,0,1,0,0,1,1:21
29010004,"Rock SE of Fuca Pillar",0,0,1,0,0,0,0:51
29010005,"Rock SW of Fuca Pillar",0,0,2,0,0,0,1:47
29010006,"Bodelteh Islands (SE of)",0,0,3,0,0,0,1:54
2903,"Teahwhit Head - Copalis River (OCNMS boundary)",0,0,1,0,0,0,0:45
29030001,"Copalis Pinnacles",0,0,1,0,0,0,0:45
3,OREGON,2,0,744,77,17,509,1114:39
31,"S COLUMBIA RIVER - YAQUINA HEAD",0,0,233,12,0,35,300:39
3103,"Manzanita - Tillamook Bay",0,0,3,3,0,4,6:24
310301,"Tillamook Bay",0,0,3,3,0,4,6:24
31030101,"Barview Park (North Jetty)",0,0,2,3,0,4,4:59
31030104,"Port of Garibaldi Docks",0,0,1,0,0,0,1:25
3104,"Cape Mears - Cape Lookout",0,0,154,8,0,23,215:58
310402,Oceanside,0,0,8,0,0,0,6:18
31040201,"Three Arch Rocks",0,0,8,0,0,0,6:18
310403,Netarts,0,0,146,8,0,23,209:40
31040301,"Netarts Bay",0,0,146,8,0,23,209:40
3105,"S. of Cape Lookout -Cascade Heads",0,0,47,1,0,0,52:00
31050001,"Whalen Island",0,0,41,1,0,0,47:04
31050002,"Cape Lookout walls",0,0,6,0,0,0,4:56
3106,"S. of Cascade Heads -Depoe Bay",0,0,20,0,0,6,18:27
310601,"Lincoln City",0,0,4,0,0,0,2:23
31060101,"Tacklebuster Reef",0,0,2,0,0,0,1:07
31060102,"Siletz Reef Pinnacles",0,0,2,0,0,0,1:16
310602,"Depoe Bay",0,0,15,0,0,6,15:29
31060201,"Government Point",0,0,5,0,0,3,6:40
31060202,"North Reef",0,0,1,0,0,2,1:52
31060203,"Flat Rock (South Reef)",0,0,0,0,0,1,0:35
31060205,"Whale Cove (South of Depoe Bay)",0,0,9,0,0,0,6:22
310603,"South of Depoe Bay",0,0,1,0,0,0,0:35
31060301,"Rocky Creek - Otter Crest Loop Bridge",0,0,1,0,0,0,0:35
3107,"Cape Foulweather -Yaquina Head",0,0,9,0,0,2,7:50
31070101,"North of Gull Rock",0,0,5,0,0,2,5:20
310702,"Otter Rock Marine Reserve",0,0,4,0,0,0,2:30
31070201,"Gull Rock, east side",0,0,2,0,0,0,0:45
31070202,"Otter Rock",0,0,2,0,0,0,1:45
32,"SOUTH BEACH - NORTH BEND",2,0,412,36,14,410,672:00
3201,"Newport - Waldport",2,0,172,26,4,227,329:20
320101,"Yaquina Bay",2,0,172,26,4,227,329:20
32010101,"North Jetty, Yaquina Bay",0,0,10,0,0,8,13:38
32010102,"WECOMA Dock",0,0,2,0,2,10,9:32
32010103,"Crab Dock, Yaquina Bay",0,0,3,0,1,3,5:42
32010104,"The Fingers",1,0,36,22,1,109,146:26
32010105,"South Jetty West of Turnaround, Yaquina Bay",0,0,13,1,0,19,30:40
32010106,"Outside South Jetty, Yaquina Bay",0,0,0,0,0,2,1:32
32010107,"North and South Pinnacles",0,0,46,0,0,46,61:19
32010108,Arch,0,0,6,0,0,3,5:19
32010109,"Johnson Rock",0,0,1,0,0,5,4:28
32010110,"Kawika's South Reef (S. to Pinnacles)",1,0,30,0,0,14,29:49
32010111,"Yaquina Reef",0,0,10,1,0,5,10:19
32010112,"Embarcadero Marina",0,0,10,0,0,2,6:04
32010113,"South Beach Marina",0,0,2,0,0,0,1:33
32010114,"Eel Grass Bed - Center Slough LNG Tank",0,0,3,0,0,0,0:50
32010115,"Yaquina Bridge pilings",0,0,0,2,0,0,1:26
32010117,"Rogue Brewery Dock",0,0,0,0,0,1,0:43
3202,"Waldport - Sea Lion Caves",0,0,6,3,0,7,12:20
320201,Waldport,0,0,6,3,0,7,12:20
32020101,"Yaquina John Point / Waldport SW Wall",0,0,2,0,0,5,4:52
32020102,"Abyssal Plain (near Sea Lion Cave)",0,0,1,0,0,0,0:46
32020103,"Alsea Bay Crab Hole",0,0,3,2,0,2,5:28
32020104,"Waldport North Shore Old Boat Ramp",0,0,0,1,0,0,1:14
3203,"Sutton Creek - Reedsport",0,0,129,6,10,111,183:58
320301,"Siuslaw River",0,0,129,6,10,111,183:58
32030101,"North Jetty, Fish Ladder",0,0,108,4,8,86,143:38
32030102,"South Jetty, Crab Dock",0,0,21,2,2,25,40:20
3204,"Winchester Bay - North Bend",0,0,105,1,0,65,146:22
320401,"Winchester Bay",0,0,105,1,0,65,146:22
32040101,"Crab Dock",0,0,2,0,0,5,5:28
32040102,"Half Moon Bay",0,0,1,0,0,1,1:49
32040103,"(inside) The Triangle",0,0,60,1,0,33,91:17
32040104,"South Jetty (Umpqua Coast Guard Tower)",0,0,31,0,0,26,41:51
32040105,"Triangle South Jetty (ocean side)",0,0,8,0,0,0,4:48
32040106,"Deep Hole off North Jetty, Umpqua River",0,0,3,0,0,0,1:09
33,"COOS BAY - CAPE BLANCO",0,0,63,2,3,29,76:09
3301,"Empire - Bandon",0,0,63,2,3,29,76:09
33010001,"North Jetty, Charleston",0,0,6,1,0,5,9:27
33010002,"Charleston Bridge",0,0,1,0,0,2,1:39
33010003,"Simpson Reef",0,0,5,0,0,0,3:27
33010004,"Baltimore Reef",0,0,10,0,0,4,13:23
33010005,"Empire Docks",0,0,8,0,1,6,9:28
33010006,"Pigeon Point",0,0,0,1,0,1,0:54
33010007,"Norton Cove / Norton Gulch",0,0,4,0,0,3,5:25
33010008,"The Cribs",0,0,0,0,0,1,0:40
33010009,"Charleston Small Boat Harbor",0,0,1,0,1,0,1:37
33010010,"Charleston Commercial Boat Harbor",0,0,13,0,1,1,13:13
33010011,"Sunset Bay",0,0,5,0,0,1,5:37
33010012,"Randy's Reef",0,0,0,0,0,2,1:08
33010015,"OIMB Beach",0,0,5,0,0,0,3:57
33010016,"Sunset Pinnacle",0,0,1,0,0,0,0:32
33010017,"South Slough Light #1 ",0,0,3,0,0,0,2:24
33010018,"Cape Arago Lighthouse",0,0,1,0,0,0,1:01
33010113,"South Jetty (Charleston)",0,0,0,0,0,1,0:51
33010114,"Coquille Lighthouse",0,0,0,0,0,2,1:26
34,"ORFORD REEF - CALIFORNIA BORDER",0,0,36,27,0,35,65:51
3401,"Orford Reef - Gold Beach",0,0,35,27,0,34,64:38
340101,"Port Orford",0,0,35,27,0,34,64:38
34010101,"Tichenor Rock and The Coves",0,0,1,24,0,0,14:06
34010102,"Orford Reef",0,0,3,0,0,6,7:09
34010103,"Island Rock",0,0,7,1,0,11,11:54
34010104,"Redfish Rocks",0,0,1,1,0,1,2:13
34010105,"The Dock and Jetty Pt. Orford",0,0,7,1,0,13,16:32
34010106,"The Sisters Rocks (South of Port Orford near Arizona Beach)",0,0,0,0,0,3,1:54
34010107,"ESDS Pinnacle",0,0,16,0,0,0,10:50
3402,"Cape Sebastian - California Border",0,0,1,0,0,1,1:13
34020003,"Chetco Point",0,0,0,0,0,1,0:40
34020004,"Macklyn Cove ",0,0,1,0,0,0,0:33
4,CALIFORNIA,1821,3,2816,4872,195,4128,11566:43
41,"NORTHERN CALIFORNIA",1006,0,855,1788,38,915,3983:24
4101,"S Cape Ferrelo - Point St. George",0,0,0,1,0,0,0:40
41010001,"St George Reef Lighthouse",0,0,0,1,0,0,0:40
4104,"S Cape Mendicino - N Punta Gorda",0,0,0,0,0,1,0:41
41040001,"South Cape Mendeicino Fort Bragg",0,0,0,0,0,1,0:41
4107,"S Point Cabrillo - N Point Arena",3,0,0,10,0,3,10:20
41070001,"Mendicino Headlands",0,0,0,3,0,0,1:57
41070002,"Russian Gulch State Park",0,0,0,1,0,0,1:00
41070003,"Van Damme Reef",1,0,0,4,0,3,5:06
41070004,"Arena Rock",2,0,0,2,0,0,2:17
4108,"S Point Arena - Salmon Creek",7,0,6,32,2,9,42:16
410801,"Salt Point State Park",7,0,6,32,2,9,42:16
41080101,"Salt Point",0,0,0,11,1,1,9:20
41080102,"Gerstle Cove",1,0,0,12,1,3,13:02
41080103,"Still Water Cove",2,0,2,4,0,1,6:52
41080104,"Casper Cove (between Salt Point and Gualala)",0,0,0,1,0,0,0:48
41080105,"Vantage Road (north of sea ranch)",0,0,0,1,0,0,0:28
41080106,"Windemere Point (Sonoma County)",0,0,0,1,0,0,0:55
41080107,"Ocean Cove (Sonoma County)",0,0,0,1,0,3,2:58
41080108,"Fort Ross (Sonoma County)",4,0,2,0,0,1,5:47
41080109,"Timber Cove",0,0,2,0,0,0,1:30
4110,"S Point Reyes - N San Francisco Bay",1,0,0,0,0,0,2:00
41100001,"Drake's Estero (Schooner Bay)",1,0,0,0,0,0,2:00
4111,"Farallon Islands",6,0,0,2,0,0,5:58
41110001,"Ruby Tuesday - Fanny Shoal",0,0,0,1,0,0,0:36
41110002,"Noonday Rock - Fanny Shoal",2,0,0,1,0,0,1:58
41110003,"Alan's High Spot - Fanny Shoal",1,0,0,0,0,0,0:39
41110004,"Fair to Middling - Middle Farallon",3,0,0,0,0,0,2:45
4112,"San Francisco Bay",0,0,0,1,0,0,0:30
41120001,"Blackie's Pasture",0,0,0,1,0,0,0:30
4114,"S Davenport - Point Lobos Reserve",953,0,796,1698,31,829,3747:12
411401,"Del Monte Beach area",69,0,5,38,0,16,134:34
41140112,"Sailboat  & APC Amtrack Wrecks",6,0,0,3,0,0,7:53
41140113,"Wharf 2 (incl wharf wall and pilings)",5,0,3,3,0,7,21:51
41140114,Marina,3,0,0,0,0,0,4:21
41140115,"Monterey Beach Hotel/Hole in the Wall",1,0,0,14,0,4,14:48
41140116,"Shale Beds",50,0,1,15,0,3,76:31
41140117,"Del Monte Beach at Casa Verde/Beach Way (shore dive)",3,0,0,1,0,1,6:04
41140119,"K Dock Monterey Harbor",0,0,1,0,0,1,0:43
411402,"Breakwater - Pt Pinos",497,0,264,1108,18,479,2110:21
4114021,"San Carlos Beach area",142,0,89,439,8,226,820:12
41140211,Breakwater,79,0,72,255,5,165,552:22
41140212,"Sewer/Cannery Pipe (west end)",7,0,0,39,1,2,37:57
41140213,"Metridium Fields",9,0,10,42,2,21,68:18
41140214,"Mid San Carlos Beach/Shallow Reefs",15,0,7,51,0,38,85:01
41140215,"Barge Wreck at San Carlos",10,0,0,16,0,0,27:59
41140216,"Anchor Farm at San Carlos",9,0,0,8,0,0,15:50
41140218,"Mating Amtracks",8,0,0,0,0,0,6:45
4114022,"Cannery Row Street area",41,0,33,58,1,42,152:10
41140221,"Hidden Beach/Monterey Plaza Hotel",14,0,2,16,0,9,40:01
41140222,"Cannery Pipes",0,0,0,1,0,1,1:38
41140223,"McAbee Beach shore dive",10,0,12,21,0,24,58:47
41140224,"Outer McAbee/Sammet Spire/Margaritaville (boat dive)",17,0,19,19,1,8,50:58
4114023,"Monterey Bay Aquarium",16,0,7,38,1,13,61:11
41140231,"Aquarium Pipe",5,0,2,17,0,4,22:27
41140232,"Aquarium Reef",11,0,5,21,1,8,38:04
41140233,"Mile Buoy",0,0,0,0,0,1,0:40
4114024,"Hopkins Marine Station",25,0,2,44,0,10,68:30
41140241,"Inside Hopkins Reserve",9,0,0,13,0,3,20:40
41140242,"Hopkins Deep Reef",16,0,2,30,0,7,47:11
41140243,"Sand Near Hopkins Deep Reef",0,0,0,1,0,0,0:39
4114025,"Lover's Point area",68,0,25,272,7,115,433:46
41140251,"Lover's Cove Main Beach",24,0,6,78,1,41,126:07
41140252,"Lover's Point Rocks/Lovers 2",6,0,5,20,1,19,46:19
41140253,"Outer Lovers/White Wall (boat dive)",18,0,3,58,0,4,78:55
41140255,"Third Beach at Lovers",14,0,10,107,5,44,160:02
41140256,"Lover's Loop - 3rd Beach to/fr Main Beach",6,0,0,6,0,6,18:29
4114026,"Otter Cove/Pacific Grove Area",71,0,53,113,1,40,236:33
41140261,"Eric's Pinnacle",26,0,46,42,1,22,110:37
41140262,"Siren Street",1,0,0,3,0,0,3:27
41140264,"Otter Cove offshore (boat dive)",8,0,1,16,0,6,25:23
41140265,"Otter Cove Beach (shore dive)",22,0,4,21,0,5,56:08
41140266,"5th Street",0,0,0,1,0,0,0:56
41140267,Ballbuster,12,0,1,28,0,4,33:11
41140268,"Three Kings - Pacific Grove",1,0,1,1,0,3,4:56
41140269,"Stairs at Beach Street",1,0,0,0,0,0,1:17
4114027,"Coral Street area",94,0,54,127,0,33,266:14
41140271,"Coral Street Cove",65,0,4,45,0,10,125:59
41140272,"Inner Chase Reef",5,0,2,14,0,2,17:44
41140273,"Outer Chase Reef",4,0,4,8,0,2,11:45
41140274,Aumentos,18,0,44,48,0,19,99:16
4114028,"Pt. Pinos area",40,0,1,14,0,0,69:18
41140281,"Pt. Pinos",3,0,0,12,0,0,14:19
41140282,"Sewers - East Side of Pt. Pinos",13,0,0,1,0,0,18:45
41140283,"West Side of Pt. Pinos",24,0,1,1,0,0,36:14
411403,"S. of Pt. Pinos - N Cypress Pt.",7,0,8,13,0,3,22:39
4114032,"Point Joe area",3,0,0,0,0,0,2:16
41140323,"Point Joe",3,0,0,0,0,0,2:16
4114033,"Cypress Point area",4,0,8,9,0,3,18:16
41140334,"North Cypress",1,0,0,8,0,0,6:44
41140335,"West Cypress Point",2,0,0,0,0,0,2:30
41140336,"Local's Ledge",1,0,8,1,0,3,9:02
4114034,"Spanish Bay area",0,0,0,1,0,0,0:42
411404,"S Cypress Point - Pescadero Point",58,0,98,69,2,49,199:02
4114041,"S Cypress Point",58,0,98,69,2,49,199:02
41140411,"Lone Cypress Tree",3,0,8,4,0,2,13:57
41140412,"Inner Ocean Pinnacles (Off Castle House)",17,0,59,21,1,24,83:36
41140413,"Outer Ocean Pinnacles (Off Castle House)",9,0,30,22,1,20,54:36
41140414,"Castle House (along Lingcod Reef)",2,0,0,3,0,0,3:54
41140415,"Black Dog Ridge",1,0,0,1,0,0,1:22
41140416,"East Pinnacle",20,0,0,8,0,0,27:51
41140417,"Forgotten Pinnacle",5,0,0,10,0,1,10:28
41140418,"Pink House (Lingcod Reef b/t Lone Cypress & Castle House)",1,0,1,0,0,1,2:53
41140419,"Lunaticos Annex",0,0,0,0,0,1,0:25
411405,"Pescadero Point - Carmel River State Beach",224,0,262,300,5,139,788:34
4114051,"Pescadero Point area",126,0,168,139,4,82,431:28
41140511,"N. Pescadero Reef / Brice's Bump / Stillwater Cove",6,0,0,13,0,7,19:26
41140512,"Pescadero Reef / Dali's Wall",23,0,54,37,1,25,118:26
41140513,"Please use 41140523 - Ocean Ave (Carmel Beach City Park)",0,0,0,0,0,1,1:02
41140514,"Copper Roof House (Carmel Beach City Park)",10,0,0,6,0,1,17:13
41140515,"Butterfly House shore dive",59,0,5,33,0,3,104:44
41140516,"Outer Butterfly House (boat dive)",13,0,66,23,3,30,97:07
41140517,"Pescadero Wash Rocks / Pinnacles / Fire Rock",15,0,41,27,0,12,69:35
41140518,"Outer Copper Roof House (boat dive)",0,0,2,0,0,3,3:55
4114052,"Carmel River State Beach",18,0,46,36,0,9,87:12
41140521,"Stewart's Point",8,0,0,30,0,0,30:46
41140522,"Carmel Meadows",0,0,0,1,0,0,1:01
41140523,"Carmel City Beach Shale Bed / CRABS/ Carmel Reef and Beds of Shale",9,0,46,4,0,9,53:55
41140525,"Southern Reef off Ribera Road",1,0,0,0,0,0,0:42
4114053,"Monastery Beach",80,0,48,122,1,48,267:36
41140531,"North Monastery",29,0,6,37,0,12,74:55
41140532,"South Monastery",42,0,13,56,0,20,131:41
41140533,"Mono Lobo Wall",9,0,29,26,1,16,58:42
411406,"Pt Lobos State Reserve",96,0,159,169,6,143,490:41
4114061,"Whaler's Cove",85,0,152,156,3,124,451:28
41140611,"Pt. Lobos Cannery Point",30,0,64,55,3,28,161:48
41140612,"Outer Whaler's Cove (Middle Reef)",37,0,71,43,0,62,184:16
41140613,"Coal Chute Point",1,0,0,4,0,2,5:47
41140614,"Granite Point Wall",7,0,7,9,0,2,22:58
41140615,"Bird Rocks",4,0,0,9,0,3,17:25
41140616,"Thumbs Up",4,0,2,2,0,0,6:41
41140617,"Whalers Cove (Inner Cove)",0,0,8,4,0,27,31:07
4114062,"Bluefish Cove",0,0,4,6,2,7,14:35
41140621,"Inner Bluefish Cove",0,0,3,5,2,7,13:36
41140623,"Bluefish Cove Pinnacles",0,0,1,1,0,0,0:59
4114063,"Outer Pinnacle",5,0,2,0,0,6,9:48
41140631,"Outer Bluefish Pinnacles (Great Pinnacle)",5,0,1,0,0,4,8:03
41140632,"Marco's Pinnacle",0,0,1,0,0,2,1:45
4114064,"Sea Lion Rocks to China Cove",5,0,0,0,0,0,4:03
41140641,"Weston (restricted area)",5,0,0,0,0,0,4:03
4114065,"Outer Pinnacle to Sea Lion Rocks",0,0,1,0,1,6,4:25
41140651,"Deep E3",0,0,0,0,1,0,0:20
41140652,E3,0,0,0,0,0,1,0:20
41140653,"Beto's Reef",0,0,1,0,0,3,2:30
41140655,"Dave's Ridge",0,0,0,0,0,1,0:45
41140656,Montana,0,0,0,0,0,1,0:30
41140701,"Moss Landing",1,0,0,0,0,0,0:25
4115,"S Point Lobos Reserve - N Point Sur",20,0,47,37,4,27,96:49
411501,"Yankee Point",12,0,22,19,2,13,45:44
41150101,"Yankee Point Pinnacles",0,0,1,6,0,0,4:31
41150102,"Que Paso Pinnacle",3,0,1,3,0,4,7:31
41150103,Honeymoon,2,0,13,6,0,4,14:54
41150104,Flintstones,5,0,0,2,0,0,5:42
41150105,Malcontent,1,0,0,0,0,0,0:29
41150106,"PTP (Pinnacle of Tremendous Proportion)",1,0,7,1,2,5,11:58
41150107,"Machu Picchu",0,0,0,1,0,0,0:39
411502,"Garapata State Beach Park",1,0,7,7,1,6,17:51
41150205,"Malpasos Creek MLPA",0,0,0,3,0,0,2:26
41150206,"Malpasos Creek South (outside of MLPA)",1,0,7,4,1,6,15:25
411503,"Sobranes Pt - N Pt Sur",6,0,18,5,1,8,28:18
41150301,"Lobos Rocks",1,0,16,4,1,8,20:51
41150303,"Little River Sur",2,0,0,0,0,0,2:08
41150305,"Diablo Pinnacles",2,0,2,1,0,0,4:19
41150306,"Las Piedras Pinnacle",1,0,0,0,0,0,1:00
411504,"N Pt Sur",0,0,0,4,0,0,3:03
41150401,"Ventura Wreck/Rocks",0,0,0,4,0,0,3:03
41150501,"Orca Pinnacle",1,0,0,0,0,0,0:44
4116,"S Point Sur - N Point Estero",3,0,0,2,0,1,4:30
41160001,"Kawika's Kone",3,0,0,2,0,0,3:50
41160002,"Sur 19",0,0,0,0,0,1,0:40
4117,"S Point Estero - N Point Buchon",9,0,4,4,1,45,65:57
41170001,"Spooner's Cove at Montana de Oro (boat dive)",7,0,1,0,0,0,7:51
41170002,"Cayucos Reef (boat)",2,0,0,0,0,0,1:35
41170003,"Morro Bay",0,0,2,0,0,1,2:36
41170004,"Morro Bay North T-Dock",0,0,1,2,1,2,3:02
41170005,"Target Rock / Morro Rock (Morro Bay)",0,0,0,2,0,34,41:16
41170006,"Spooner Cove Shore Dive",0,0,0,0,0,8,9:37
4118,"S Point Buchon - N Point Sal",4,0,0,0,0,0,3:43
41180001,"Pt. Buchon (about 1. mile south of)",4,0,0,0,0,0,3:43
4119,"S Point Sal - N Point Conception",0,0,2,1,0,0,2:48
411902,"Santa Barbara County",0,0,2,0,0,0,1:52
4119021,"Point Arguello",0,0,2,0,0,0,1:52
41190211,"Arguello Boat House",0,0,2,0,0,0,1:52
411903,"Boat House Vandenburg AF Base",0,0,0,1,0,0,0:56
42,"SOUTHERN CALIFORNIA",815,3,1961,3084,157,3213,7583:19
4201,"S Point Conception - N Point Heuneme",211,0,29,127,1,16,427:36
4201023,"Point Conception",0,0,0,2,0,0,3:16
42010231,"SM-1 Wreck",0,0,0,1,0,0,2:41
4201024,"s. Pt. Conception - Santa Barbara",180,0,25,95,1,15,355:41
42010241,"Refugio State Beach",122,0,19,84,1,10,266:43
42010242,"St. Augustine Reef/Augies",0,0,2,2,0,0,4:28
42010243,Tajiguas,49,0,3,7,0,4,68:51
42010244,"Campus Point",2,0,0,0,0,0,2:32
42010245,"Gaviota State Park Beach",1,0,0,0,0,0,0:58
42010246,"Haskell's Beach",1,0,1,0,0,0,2:06
42010247,"Hammond's Beach (w side of Fernald Point)",1,0,0,0,0,0,1:25
42010248,"Sands Beach - Coal Oil Point  (west side)",2,0,0,1,0,0,3:56
42010249,"Coal Oil Point (East Side)",2,0,0,1,0,1,4:42
4201025,"Santa Barbara",28,0,4,20,0,1,51:44
42010251,"Arroyo Burro Beach / Hendry's Beach",6,0,1,3,0,0,9:15
42010252,"Mesa Lane",2,0,0,1,0,0,2:37
42010253,"Santa Cruz Street (Thousand Steps)",0,0,0,1,0,0,1:12
42010255,"Biltmore Steps",1,0,0,2,0,0,3:16
42010256,"Naples Reef",4,0,2,3,0,0,6:15
42010257,"Goleta Sewer Pipeline",5,0,0,4,0,0,10:25
42010258,"Rincon Point",0,0,0,3,0,0,3:03
42010259,"Yucca's Del Playa Steps (W of Isla Vista)",10,0,1,3,0,1,15:41
4201026,Carpenteria,1,0,0,1,0,0,1:48
42010261,"Platform Holly (3 miles offshore)",1,0,0,1,0,0,1:48
420103,"Ventura County.",2,0,0,8,0,0,14:32
42010301,"Deer Creek Rd.",0,0,0,7,0,0,12:10
42010302,"La Jenelle",1,0,0,1,0,0,1:51
42010303,"Bird Island",1,0,0,0,0,0,0:31
4202,"Northern Channel Islands",308,0,233,1094,15,242,1342:32
420201,"San Miguel",26,0,37,114,0,52,153:44
42020101,"Crook Point",1,0,0,7,0,1,6:38
42020102,"Rain Barrel",1,0,2,8,0,7,12:17
42020103,Miracle,0,0,0,1,0,0,0:26
42020104,"Inside Wycoff Ledge",6,0,5,14,0,10,22:44
42020105,"Hare Rock",4,0,7,13,0,3,19:32
42020106,"Lovers / Little Lovers",0,0,1,3,0,1,3:16
42020107,"Can Rock",1,0,0,7,0,1,5:22
42020108,"Kidd Rock",0,0,2,8,0,1,6:45
42020109,Cravey,0,0,0,2,0,0,1:01
42020110,Lurker's,0,0,0,2,0,0,1:04
42020111,"Otter Harbor",2,0,0,11,0,0,8:35
42020112,"Cuba Shipwreck",0,0,0,1,0,0,0:30
42020113,"Prince Island",0,0,1,2,0,0,2:33
42020114,"Bat Rock",0,0,0,1,0,0,0:40
42020115,"Pt. Bennett",2,0,4,13,0,6,17:59
42020116,"Adam's Cove",2,0,3,10,0,4,13:37
42020117,"Tyleer Bight",0,0,3,1,0,2,3:55
